Month,Product,Size,Forecasted_Sales,Lower_Bound,Upper_Bound
2025-08-01,ALF Jnr Shirt,7XL,0.4368054044368038,0.1789501543091544,0.696651319691803
2025-09-01,ALF Jnr Shirt,7XL,0.2527052401563084,0.0,0.5067498722547532
2025-10-01,ALF Jnr Shirt,7XL,0.19227679883577953,0.0,0.44320548602234405
2025-11-01,ALF Jnr Shirt,7XL,0.13156742724494597,0.0,0.37079355658124824
2025-06-01,ALF Jnr Shirt,L,0.7651145041676299,0.0,3.602199194126238
2025-07-01,ALF Jnr Shirt,L,0.6752803631306437,0.0,3.5535946241586727
2025-08-01,ALF Jnr Shirt,L,0.0,0.0,2.1121295832087714
2025-09-01,ALF Jnr Shirt,L,0.0,0.0,2.9181027014816174
2025-10-01,ALF Jnr Shirt,L,0.0,0.0,3.0655306635321087
2025-11-01,ALF Jnr Shirt,L,1.2728651832590971,0.0,4.3001795075009825
2025-06-01,ALF Jnr Shirt,M,0.775044345803261,0.0,4.280562834397802
2025-07-01,ALF Jnr Shirt,M,0.40241842233579206,0.0,4.18182869064233
2025-08-01,ALF Jnr Shirt,M,0.4864996888444235,0.0,4.278839633060735
2025-09-01,ALF Jnr Shirt,M,0.0,0.0,3.7975039368470815
2025-10-01,ALF Jnr Shirt,M,0.0,0.0,3.612684120108414
2025-11-01,ALF Jnr Shirt,M,0.188849605980427,0.0,3.538662578367793
2025-06-01,ALF Jnr Shirt,S,1.9319961835448898,0.0,4.684184618725795
2025-07-01,ALF Jnr Shirt,S,3.574770645554929,0.880059019988907,6.430224216029239
2025-08-01,ALF Jnr Shirt,S,2.6725309574265173,0.0,5.241714784698857
2025-09-01,ALF Jnr Shirt,S,2.400797475692126,0.0,5.121960118535772
2025-10-01,ALF Jnr Shirt,S,2.259917867937003,0.0,4.980750926406238
2025-11-01,ALF Jnr Shirt,S,1.4488720942240398,0.0,4.135880614890144
2025-06-01,ALF Jnr Shirt,XL,0.0,0.0,1.5792356540282364
2025-07-01,ALF Jnr Shirt,XL,0.0,0.0,2.1458927422719896
