Category,Product,Code,Size,Jan-22,Feb-22,Mar-22,Apr-22,May-22,Jun-22,Jul-22,Aug-22,Sep-22,Oct-22,Nov-22,Dec-22,Jan-23,Feb-23,Mar-23,Apr-23,May-23,Jun-23,Jul-23,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24,Jul-24,Aug-24,Sep-24,Oct-24,Nov-24,Dec-24,Jan-25,Feb-25,Mar-25,Apr-25,May-25
Western Heights High,WHHS Snr S/S Blouse,US BL 416 WHHS -28,28,,2,,,,,,,,,,1,,3,,,1,,,,,,,,,1,1,,,,,,,,,,4,1,,,
Western Heights High,WHHS Snr S/S Blouse,US BL 416 WHHS -30,30,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,1,,,,,1,,,,5,,,,
Western Heights High,WHHS Snr S/S Blouse,US BL 416 WHHS -32,32,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,
Western Heights High,WHHS Snr S/S Blouse,US BL 416 WHHS -6,6,16,8,,,3,1,,1,,,,1,14,2,,,1,,1,,,2,2,,12,2,1,,,,,,,,1,4,17,2,,,
Western Heights High,WHHS Snr S/S Blouse,US BL 416 WHHS -8,8,20,9,,,1,1,,8,,,1,,32,5,1,,2,,,,1,2,1,,24,7,1,,1,,1,,,,1,2,26,6,2,,3
Western Heights High,WHHS Snr Shirt,US ST 467 WHHS -12,12,1,,,,,,1,,,,,,2,4,1,,2,,,,,,,,5,2,,,,,,,,,,,5,2,,,
Western Heights High,WHHS Snr Shirt,US ST 467 WHHS -14,14,,,,,,,,,,,2,,,6,,,,,,,,,,,3,3,1,,,-1,,,,,,2,7,,,,
Western Heights High,WHHS Snr Shirt,US ST 467 WHHS -16,16,17,6,,,,,2,1,,,1,,6,10,,2,,,,2,1,2,,3,5,2,,,,,1,,,,,,12,2,,,
Western Heights High,WHHS Snr Shirt,US ST 467 WHHS -2XL,2XL,9,9,,,,,,,,,,,10,3,,,,,,,,,,,6,3,,,,,,,,,2,,9,0,,,
Western Heights High,WHHS Snr Shirt,US ST 467 WHHS -3XL,3XL,6,4,,,1,,,,1,,,,3,1,,,,,,,,,,,2,,1,,,,,,,,,,2,,,,
Western Heights High,WHHS Snr Shirt,US ST 467 WHHS -4XL,4XL,4,3,2,,,,,,,,,,4,5,,,,,,,,,,,6,,,,,,,,,,,,,,,,
Western Heights High,WHHS Snr Shirt,US ST 467 WHHS -5XL,5XL,1,3,,,,,,,,,,,1,2,,,,,,,,,,,,,,,1,2,,,,,,,,,,,
Western Heights High,WHHS Snr Shirt,US ST 467 WHHS -6XL,6XL,,,,,,,,,,,,,,1,,,,,,,,,,,3,1,,,,,,,,2,,,,,,,
Western Heights High,WHHS Snr Shirt,US ST 467 WHHS -7XL,7XL,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Heights High,WHHS Snr Shirt,US ST 467 WHHS -L,L,27,15,,,,,,4,,3,,,24,10,3,,1,3,2,1,1,2,2,5,27,6,1,,4,1,,2,1,,,4,35,2,,,
Western Heights High,WHHS Snr Shirt,US ST 467 WHHS -M,M,47,38,1,,3,1,1,0,,1,,,50,12,,1,1,,,,,2,,,43,8,3,1,3,,,1,,2,,1,44,1,,1,
Western Heights High,WHHS Snr Shirt,US ST 467 WHHS -S,S,47,15,,,,,,,,,,,40,18,,,2,,,,,2,,2,24,12,1,,3,1,1,1,,,,,24,4,,1,1
Western Heights High,WHHS Snr Shirt,US ST 467 WHHS -XL,XL,5,18,1,,1,1,,,4,,,3,15,8,1,,,,,,,1,,1,21,4,2,,1,,,,1,1,,,10,3,1,,
Western Heights High,WHHS Snr Shorts,US SH 703L WHHS -100,100,4,6,,1,,,,,,,,,9,3,,,1,,,1,,,,,5,1,3,1,2,,,,,,,,5,,,,
Western Heights High,WHHS Snr Shorts,US SH 703L WHHS -104,104,4,9,1,,,,,1,,,,,6,2,,,,,,,,,,,5,2,,,,,,,,,1,,9,2,1,,
Western Heights High,WHHS Snr Shorts,US SH 703L WHHS -108,108,2,1,,,,,,2,1,,,,6,3,,1,,,,,,,,,4,1,2,,,,,,,,,,4,1,,,
Western Heights High,WHHS Snr Shorts,US SH 703L WHHS -112,112,5,6,,,,,,1,,,,,2,3,,,,,,,,,,,6,,-1,,,,,,2,,,,4,,,,
Western Heights High,WHHS Snr Shorts,US SH 703L WHHS -116,116,5,1,0,,,,,,,,,,8,2,,,,,,,,,,,0,,,,,,,,,,,,2,,,,
Western Heights High,WHHS Snr Shorts,US SH 703L WHHS -120,120,,1,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,,,,,,,,,,,,
Western Heights High,WHHS Snr Shorts,US SH 703L WHHS -124,124,1,0,1,,,,,,,,,,,2,,,,1,,,,,,,,1,,,,,,,,,,,,,,,
Western Heights High,WHHS Snr Shorts,US SH 703L WHHS -128,128,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
Western Heights High,WHHS Snr Shorts,US SH 703L WHHS -132,132,,1,,,,,,,,,,,,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,
Western Heights High,WHHS Snr Shorts,US SH 703L WHHS -68,68,4,,,,,,,,,,,,,,,,1,,,,,,,,3,,,,,,,,,,,,,,,,
Western Heights High,WHHS Snr Shorts,US SH 703L WHHS -72,72,18,4,,,,,,,,,1,,3,2,,,,,,,,,,,2,,,,,,,,,,,,2,,,,
Western Heights High,WHHS Snr Shorts,US SH 703L WHHS -76,76,15,16,,,,,1,,,1,,,7,9,,,,,,1,,,,2,7,4,,,,,,,,,,,2,1,,,
Western Heights High,WHHS Snr Shorts,US SH 703L WHHS -80,80,34,9,,,,1,2,,,,2,,17,11,,1,1,1,,,,2,0,3,12,6,,,,1,,,,1,,2,20,-1,,2,
Western Heights High,WHHS Snr Shorts,US SH 703L WHHS -84,84,27,12,1,,,,,,,1,,,25,11,1,3,2,,,1,1,1,,,21,7,-1,,,,2,,,,,,23,5,,1,
Western Heights High,WHHS Snr Shorts,US SH 703L WHHS -88,88,16,8,,,,,,,3,,,,27,7,1,,,3,1,,,,,,26,2,-1,,1,1,1,,2,,,2,18,4,,1,1
Western Heights High,WHHS Snr Shorts,US SH 703L WHHS -92,92,17,7,,,,,,,,1,,,17,5,,,,,,,,1,2,,19,7,-1,,,,,1,1,,,,26,5,,,
Western Heights High,WHHS Snr Shorts,US SH 703L WHHS -96,96,8,4,,1,2,1,,1,,1,,,12,2,2,,1,,,1,,,,,12,2,1,,3,,,,,,,1,11,4,1,1,1
Western Heights High,WHHS Snr Skirt,US SK 189 WHHS -10,10,10,6,,,2,2,,1,1,,,,21,4,2,,,,,3,,,1,,21,4,4,1,2,2,,2,,,1,1,26,2,,,
Western Heights High,WHHS Snr Skirt,US SK 189 WHHS -12,12,7,2,,,,,,,,,,,9,5,0,1,2,3,,,,1,,,17,4,1,,,,,1,,1,,,14,2,3,1,-2
Western Heights High,WHHS Snr Skirt,US SK 189 WHHS -14,14,5,3,,,,,,,,,,,3,3,,,3,,1,,,,,,19,2,2,,,1,1,,,,,,11,,1,,1
Western Heights High,WHHS Snr Skirt,US SK 189 WHHS -16,16,4,4,,,,,,,,,,,6,,2,2,,,1,1,,,,,5,6,1,,2,1,2,,,,,1,7,1,,,
Western Heights High,WHHS Snr Skirt,US SK 189 WHHS -18,18,1,5,,,,,,,,,,,2,0,,,1,1,2,,,,,,3,1,,1,,,,,,,,,6,1,,,
Western Heights High,WHHS Snr Skirt,US SK 189 WHHS -20,20,0,1,1,,1,,,,,,,,4,3,,,,,,,,,,,1,1,,,,,1,,,,,,2,1,,,
Western Heights High,WHHS Snr Skirt,US SK 189 WHHS -22,22,5,,,,,,,,,,,1,,1,,,1,,,,,,,,1,,,,,,,,,,,1,1,,,,
Western Heights High,WHHS Snr Skirt,US SK 189 WHHS -24,24,,1,,,,,,,,,,,,,,,,,1,,,,,,0,,,,,,,,,,,,3,,,,
Western Heights High,WHHS Snr Skirt,US SK 189 WHHS -26,26,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
Western Heights High,WHHS Snr Skirt,US SK 189 WHHS -28,28,1,,,,,,,,,,,,,2,-2,,,,,,,,,,,,,,,,,,,,,,,,2,,
Western Heights High,WHHS Snr Skirt,US SK 189 WHHS -34,34,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Heights High,WHHS Snr Skirt,US SK 189 WHHS -4,4,4,2,,,,,,,,,,,9,1,,,2,,2,1,,1,,,4,,,1,,,,,,,,2,5,,,1,1
Western Heights High,WHHS Snr Skirt,US SK 189 WHHS -6,6,19,1,,1,0,,,,1,,,,24,5,,,2,2,2,,1,,1,,17,9,,,,1,1,,1,1,1,3,21,6,4,,2
Western Heights High,WHHS Snr Skirt,US SK 189 WHHS -8,8,26,12,,1,,,1,1,,,1,,15,1,1,,1,3,1,,,,,1,28,2,1,,,,1,1,,,1,3,17,3,1,,2
Western Heights High,WHHS Snr Trouser,US PT 703L WHHS -100,100,1,1,,,2,,,2,,,,,1,1,1,,2,,1,,,1,,,0,,,2,2,,,,,,,,1,,2,,2
Western Heights High,WHHS Snr Trouser,US PT 703L WHHS -104,104,2,1,,,1,2,1,,,,,,2,,,,1,,,,,,,,2,3,,1,,,,,,,1,,5,,,,2
Western Heights High,WHHS Snr Trouser,US PT 703L WHHS -108,108,1,1,,,,1,,,1,,,,5,4,1,,,1,,1,,,,,,,,,,,,,,,,,2,0,,,
Western Heights High,WHHS Snr Trouser,US PT 703L WHHS -112,112,1,,,,,,,,,,,,,2,1,,,,,,,,,,1,,,1,0,1,,,,,,,-1,,,,
Western Heights High,WHHS Snr Trouser,US PT 703L WHHS -116,116,2,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,
Western Heights High,WHHS Snr Trouser,US PT 703L WHHS -120,120,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,1,,,
Western Heights High,WHHS Snr Trouser,US PT 703L WHHS -68,68,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
Western Heights High,WHHS Snr Trouser,US PT 703L WHHS -72,72,1,1,1,,4,,3,2,1,,2,,,,1,1,1,1,,,2,,,3,3,,2,,2,1,,,,,,,7,,,,1
Western Heights High,WHHS Snr Trouser,US PT 703L WHHS -76,76,2,2,1,1,7,1,3,4,-1,,,,2,,2,1,3,,1,3,,,,,4,1,1,3,-1,3,,1,,,,,2,1,,,1
Western Heights High,WHHS Snr Trouser,US PT 703L WHHS -80,80,5,8,2,1,2,3,2,3,1,,1,,4,10,,,3,,,1,,6,0,,14,-1,2,1,4,2,2,3,,1,,,7,1,1,2,5
Western Heights High,WHHS Snr Trouser,US PT 703L WHHS -84,84,8,6,1,1,4,1,1,2,1,,,,7,3,6,3,1,,2,2,,1,,1,15,1,4,1,3,,2,4,,1,,,13,6,0,2,3
Western Heights High,WHHS Snr Trouser,US PT 703L WHHS -88,88,7,3,1,,4,2,,1,,,,3,12,7,3,,,,,4,,,,,6,4,7,,6,5,,1,0,,,1,7,6,1,1,
Western Heights High,WHHS Snr Trouser,US PT 703L WHHS -92,92,6,6,1,2,,,,,,,,,3,3,2,2,2,2,1,2,,,,,6,5,1,,8,1,1,,,2,,,9,1,2,2,3
Western Heights High,WHHS Snr Trouser,US PT 703L WHHS -96,96,4,1,,,2,1,,,1,,,,6,1,,,2,2,1,,,,,,1,,,2,1,2,1,,,,1,,6,5,2,,2
Grand Total,,,,2729,1327,160,218,523,224,135,182,87,82,77,71,2806,1347,325,127,383,195,192,198,79,176,70,908,6621,1740,719,530,715,422,539,323,197,452,1315,648,6175,1213,547,518,623
